"filename", "language", "TypeScript", "YAML", "Shell Script", "Markdown", "JSON", "TypeScript JSX", "Nix", "XML", "CSS", "Python", "JavaScript", "comment", "blank", "total"
"/home/ewt/typetutor-deno/static/typetutor-logo.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 65, 0, 0, 0, 1, 2, 68
"/home/ewt/typetutor-deno/tailwind.config.ts", "TypeScript", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 16
"/home/ewt/typetutor-deno/tests/contentScanner_test.ts", "TypeScript", 177, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 37, 225
"/home/ewt/typetutor-deno/tests/quoteParser_test.ts", "TypeScript", 169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 20, 190
"/home/ewt/typetutor-deno/tests/test-cache.ts", "TypeScript", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 22
"/home/ewt/typetutor-deno/tests/test-historical-quotes.ts", "TypeScript", 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 19, 151
"/home/ewt/typetutor-deno/tests/test-quote-system.ts", "TypeScript", 149, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 25, 187
"/home/ewt/typetutor-deno/types/quotes.ts", "TypeScript", 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 69
"/home/ewt/typetutor-deno/types/userStats.ts", "TypeScript", 152, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 33, 246
"/home/ewt/typetutor-deno/utils/gameStats.ts", "TypeScript", 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 10, 109
"/home/ewt/typetutor-deno/utils/keyboardLayout.ts", "TypeScript", 646, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 93, 25, 764
"/home/ewt/typetutor-deno/utils/quoteCache.ts", "TypeScript", 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 32, 248
"/home/ewt/typetutor-deno/utils/recordGameStats.ts", "TypeScript", 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 36
"/home/ewt/typetutor-deno/utils/translationCache.ts", "TypeScript", 130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 27, 191
"/home/ewt/typetutor-deno/utils/translationLoader.ts", "TypeScript", 161, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 27, 223
"/home/ewt/typetutor-deno/utils/translations.ts", "TypeScript", 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 23, 160
"/home/ewt/typetutor-deno/utils/userStatsManager.ts", "TypeScript", 533, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 190, 114, 837
"Total", "-", 5392, 48, 3, 1573, 2042, 4830, 17, 84, 67, 16, 36, 1192, 1810, 17110
